Seconds	KLDivergence	X0	X1	X2	X3	X4	X5
1.5771832466125488	0.673777948687	3.33264836716	34.3599930949	3.66582455899	0.0645184268395	0.01	1.17512936879
3.615699291229248	0.66395581469	2.4145247996	34.3009614446	3.63276578551	0.0644634806433	0.01	1.17488510879
5.712002277374268	0.264911546007	0.460848399926	32.697592675	1.18095558847	0.0609264313465	0.01	1.15637049463
7.7517149448394775	0.166216107764	0.413326837856	24.2317985646	0.595477794236	0.0441901169401	0.01	0.801325694985
9.27187466621399	0.152022346079	1.17247535527	20.0489520866	0.697976423014	0.0328842162681	0.01	0.574614136809
10.756377458572388	0.132934721266	0.704818680036	10.0294760433	0.499239876067	0.0240378832282	0.169224634676	0.399435156269
12.146604537963867	0.132478628298	0.689508473868	9.09338734969	0.464348769024	0.0218962835946	0.166931895747	0.354921647887
14.566625356674194	0.128886341843	0.891570973168	8.87371131328	0.458348025627	0.021505450428	0.166747338873	0.346818458324
16.414573907852173	0.124131762183	1.02106115771	8.2579620844	0.505967018925	0.0213306773271	0.212920170364	0.343913993648
18.55065631866455	0.0985501451467	1.07857182996	1.55649289083	0.521646500012	0.0161305049666	0.227104936707	0.259603989397
21.136814832687378	0.0808918492029	1.28049110906	0.651199428459	0.481829826473	0.00274966323441	0.186259926594	0.0412004986747
22.25368046760559	0.0774247437974	1.32083430795	0.651459332269	0.478409917503	0.000836227350833	0.182413432567	0.01
23.374255895614624	0.0762558677156	1.33343173621	0.643541825307	0.475868250981	0.0	0.179824581186	0.01
24.824018001556396	0.0591408111368	1.68625891838	0.396180722693	0.394929723344	0.0	0.0976553377853	0.01
27.892717838287354	0.0361485003672	3.07470492997	0.259541656693	0.440360252485	0.0	0.144834986821	0.0138829154386
29.04688024520874	0.0361485170663	3.07470492997	0.259541656693	0.440360252485	0.0	0.144834986821	0.0138829154386
30.321053743362427	0.0350796886526	3.1450832315	0.259991319447	0.439518910067	0.0	0.143932201265	0.01
32.90420365333557	0.0244584256251	5.50199201973	0.25639064761	0.406976514729	0.0	0.105149133032	0.01
35.47810125350952	0.0212529571672	6.85341222774	0.193300037874	0.406220961675	0.0	0.102955035817	0.01
36.845473766326904	0.0202169940572	7.97054806147	0.188986526444	0.420360300101	0.00335597241353	0.117421714733	0.01
40.03794836997986	0.0141358165676	15.5589776899	0.126058310206	0.45008958101	0.0528100966533	0.152647569301	0.885639707637
42.17393517494202	0.00847128577389	17.4648620513	0.0741489878771	0.375208819283	0.0643686990313	0.111688778523	1.17523996488
43.637346506118774	0.00519438914894	17.4402632858	0.054772243047	0.30132616545	0.0642985050357	0.163642005186	1.1744089317
45.19541692733765	0.00383165065527	16.1447302912	0.0698565206409	0.311967757382	0.0582447784745	0.18652667978	0.988054222433
46.05429291725159	0.002958265466	14.1510065994	0.076169244629	0.271916532166	0.0511312633024	0.213180446613	0.756137222305
47.563583850860596	0.002468274591	10.900301556	0.0828717230279	0.261492896205	0.050097375235	0.229218151298	0.765950112322
48.532193422317505	0.00237814816611	10.5836018698	0.0860189012074	0.261055190264	0.050536297758	0.231970567096	0.806962569884
49.700336933135986	0.00237424060055	10.5998663707	0.0865119583067	0.259918238881	0.0504479780284	0.233967802442	0.806960577283
52.15536093711853	0.00228474036409	10.0332988986	0.0944192612542	0.253400291839	0.0393847187877	0.242254946749	0.922882596304
52.9909393787384	0.00225288397448	9.8746469815	0.0996321512925	0.251875760975	0.0355987155223	0.247227311803	0.995802019996
54.42853569984436	0.00224802853413	9.78670565559	0.102211831905	0.251838556026	0.0332722662296	0.248417206904	1.04971459858
55.269386768341064	0.00224745290166	9.79842458032	0.102211017052	0.252012130592	0.0331130100232	0.248629863104	1.06032236419
56.4029815196991	0.00224679817495	9.88413543688	0.101668690293	0.253216461361	0.0331578102023	0.246838198475	1.06470306035
57.41769790649414	0.00224674086864	9.87885081301	0.101848142007	0.253473854855	0.03309973659	0.246810981157	1.06706121896
58.68062949180603	0.00224673979613	9.87864119282	0.101857460635	0.253504386321	0.0330995979008	0.246772454617	1.06705214678
